scenario_id,repeat,mode,defect,decision,first_decision,defect_intercepted,correct_control_action,retry_performed,retry_count,handoff_present,handoff_reason,human_review_present,latency_ms
PROCESSING_TIMEOUT_HANDOFF,9,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,AI_PROCESSING_TIMEOUT,False,2.533
MCP_NONRETRYABLE_HANDOFF,9,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,MCP_TOOL_FAILURE,False,2.369
RUNTIME_PRODUCT_NOT_APPROVED,9,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:RUNTIME_PRODUCT_NOT_APPROVED,False,2.499
VALID_CONTROL,10,ON,False,PASS,PASS,True,True,False,0,False,,False,2.151
CROSS_PRODUCT_EVIDENCE_RECOVERY,10,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.41
UNVERIFIED_EVIDENCE_RECOVERY,10,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.137
OUTPUT_SCHEMA_REGENERATION,10,ON,True,PASS,RETRY_GENERATION,True,True,True,1,False,,False,2.132
MCP_SEARCH_TIMEOUT_RECOVERY,10,ON,True,PASS,RETRY_RETRIEVAL,True,True,True,1,False,,False,3.176
RETRY_BUDGET_EXHAUSTION,10,ON,True,ESCALATE,RETRY_RETRIEVAL,True,True,True,1,False,,False,2.323
NO_EVIDENCE_FAIL_CLOSED,10,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:NO_EVIDENCE,False,2.488
SAFETY_CONFLICT_FAIL_CLOSED,10,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:SAFETY_CONFLICT,False,2.446
UNSUPPORTED_FUNCTION_HITL,10,ON,True,HUMAN_REVIEW,HUMAN_REVIEW,True,True,False,0,False,,True,7.226
PROCESSING_TIMEOUT_HANDOFF,10,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,AI_PROCESSING_TIMEOUT,False,7.583
MCP_NONRETRYABLE_HANDOFF,10,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,MCP_TOOL_FAILURE,False,2.764
RUNTIME_PRODUCT_NOT_APPROVED,10,ON,True,ESCALATE,ESCALATE,True,True,False,0,True,HARNESS_ESCALATE:RUNTIME_PRODUCT_NOT_APPROVED,False,2.61
