model_key,model_id,family,size,case_id,source_case_id,api_success,relevant_message_selected,message_in_context,actions_allowed,downstream_accepted,latency_ms,input_tokens,cached_input_tokens,cache_write_tokens,output_tokens,reasoning_tokens,total_tokens,attempt_count,error_type
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-003,RAG3-POS-003,True,True,True,True,True,7001.545,6637,0,0,320,0,6957,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-004,RAG3-POS-004,True,True,True,True,True,3640.226,6468,0,0,314,0,6782,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-005,RAG3-POS-005,True,False,True,True,True,3699.609,6209,0,0,159,0,6368,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-006,RAG3-POS-006,True,True,True,True,True,3379.537,6160,0,0,311,0,6471,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-007,RAG3-POS-007,True,False,True,True,True,3682.886,6618,0,0,310,0,6928,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-008,RAG3-POS-008,True,False,True,True,True,3056.672,7235,0,0,312,0,7547,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-009,RAG3-POS-010,True,False,True,True,True,3185.099,6241,0,0,312,0,6553,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-010,RAG3-POS-011,True,False,True,True,True,2988.419,6722,0,0,312,0,7034,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-011,RAG3-POS-012,True,True,True,True,True,3592.387,6826,0,0,309,0,7135,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-012,RAG3-POS-013,True,False,True,True,True,3941.641,6408,0,0,313,0,6721,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-013,RAG3-POS-014,True,True,True,True,True,5004.939,6904,0,0,321,0,7225,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-014,RAG3-POS-015,True,False,True,True,True,4469.996,6259,0,0,312,0,6571,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-015,RAG3-POS-016,True,True,True,True,True,4691.254,6944,0,0,314,0,7258,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-016,RAG3-POS-017,True,False,True,True,False,2553.446,6396,0,0,308,0,6704,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-017,RAG3-POS-018,True,False,True,True,True,3182.363,6910,0,0,313,0,7223,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-018,RAG3-POS-019,True,True,True,True,True,3548.881,6540,0,0,319,0,6859,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-019,RAG3-POS-020,True,True,True,True,True,3234.468,6636,0,0,319,0,6955,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-020,RAG3-POS-021,True,True,True,True,True,3604.118,6636,6528,0,319,0,6955,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-021,RAG3-POS-022,True,True,True,True,True,4479.017,7289,0,0,313,0,7602,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-022,RAG3-POS-023,True,False,True,True,True,2539.46,6419,0,0,310,0,6729,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-023,RAG3-POS-024,True,True,True,True,True,2999.099,6334,0,0,310,0,6644,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-024,RAG3-POS-025,True,False,True,True,True,2970.61,7016,0,0,310,0,7326,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-025,RAG3-POS-026,True,True,True,True,True,4423.743,7254,0,0,313,0,7567,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-026,RAG3-POS-027,True,False,True,True,True,3157.077,6478,0,0,311,0,6789,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-027,RAG3-POS-028,True,False,True,True,True,2155.331,6631,0,0,158,0,6789,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-028,RAG3-POS-029,True,False,True,True,True,3213.349,7067,0,0,310,0,7377,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-029,RAG3-POS-030,True,False,True,True,True,4263.049,7032,0,0,311,0,7343,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-030,RAG3-POS-031,True,True,True,True,True,3375.246,6501,0,0,311,0,6812,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-031,RAG3-POS-032,True,False,True,True,True,4105.751,7107,0,0,310,0,7417,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-032,RAG3-POS-033,True,False,True,True,True,2762.667,7363,0,0,312,0,7675,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-033,RAG3-POS-034,True,True,True,True,True,3169.438,7279,0,0,313,0,7592,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-034,RAG3-POS-035,True,True,True,True,True,2971.119,6691,0,0,306,0,6997,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-035,RAG3-POS-036,True,True,True,True,True,3300.568,6559,0,0,321,0,6880,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-036,RAG3-POS-037,True,True,True,True,True,3235.829,6213,0,0,320,0,6533,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-037,RAG3-POS-038,True,True,True,True,False,2382.952,4777,0,0,199,0,4976,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-038,RAG3-POS-040,True,True,True,True,True,3818.06,4849,0,0,307,0,5156,1,
gpt_5_nano,gpt-5-nano-2025-08-07,5,nano,E04V2-GEN-039,RAG3-POS-043,True,False,True,True,True,4856.269,5841,0,0,316,0,6157,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-001,RAG3-POS-001,True,True,True,True,True,4962.332,6342,6272,0,319,0,6661,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-002,RAG3-POS-002,True,True,True,True,True,4835.071,6636,0,0,319,0,6955,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-003,RAG3-POS-003,True,True,True,True,True,3836.933,6637,0,0,319,0,6956,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-004,RAG3-POS-004,True,True,True,True,True,4170.064,6468,0,0,314,0,6782,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-005,RAG3-POS-005,True,False,True,True,False,6817.179,6209,0,0,308,0,6517,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-006,RAG3-POS-006,True,True,True,True,True,5421.298,6160,0,0,309,0,6469,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-007,RAG3-POS-007,True,False,True,True,True,4870.823,6618,0,0,309,0,6927,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-008,RAG3-POS-008,True,False,True,True,True,7069.116,7235,0,0,312,0,7547,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-009,RAG3-POS-010,True,True,True,True,True,5205.662,6241,0,0,323,0,6564,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-010,RAG3-POS-011,True,True,True,True,True,4021.017,6722,0,0,318,0,7040,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-011,RAG3-POS-012,True,True,True,True,True,3857.676,6826,0,0,309,0,7135,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-012,RAG3-POS-013,True,True,True,True,True,4481.748,6408,0,0,314,0,6722,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-013,RAG3-POS-014,True,True,True,True,True,5049.701,6904,0,0,320,0,7224,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-014,RAG3-POS-015,True,False,True,True,True,5016.395,6259,0,0,314,0,6573,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-015,RAG3-POS-016,True,True,True,True,True,3833.674,6944,0,0,314,0,7258,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-016,RAG3-POS-017,True,False,True,True,False,5337.054,6396,0,0,308,0,6704,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-017,RAG3-POS-018,True,True,True,True,True,4716.822,6910,0,0,321,0,7231,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-018,RAG3-POS-019,True,True,True,True,True,6205.496,6540,0,0,319,0,6859,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-019,RAG3-POS-020,True,True,True,True,True,5406.841,6636,0,0,319,0,6955,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-020,RAG3-POS-021,True,True,True,True,True,5152.029,6636,6528,0,319,0,6955,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-021,RAG3-POS-022,True,True,True,True,True,4096.177,7289,0,0,312,0,7601,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-022,RAG3-POS-023,True,False,True,True,True,4052.738,6419,0,0,320,0,6739,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-023,RAG3-POS-024,True,True,True,True,True,4393.735,6334,0,0,309,0,6643,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-024,RAG3-POS-025,True,False,True,True,True,5642.386,7016,0,0,309,0,7325,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-025,RAG3-POS-026,True,True,True,True,True,4558.5,7254,0,0,312,0,7566,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-026,RAG3-POS-027,True,False,True,True,True,4525.821,6478,0,0,310,0,6788,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-027,RAG3-POS-028,True,False,True,True,True,2707.829,6631,0,0,158,0,6789,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-028,RAG3-POS-029,True,True,True,True,True,5904.091,7067,0,0,307,0,7374,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-029,RAG3-POS-030,True,False,True,True,True,6292.129,7032,0,0,310,0,7342,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-030,RAG3-POS-031,True,True,True,True,True,4011.212,6501,0,0,310,0,6811,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-031,RAG3-POS-032,True,True,True,True,True,4783.926,7107,0,0,319,0,7426,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-032,RAG3-POS-033,True,False,True,True,True,5119.495,7363,0,0,312,0,7675,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-033,RAG3-POS-034,True,True,True,True,True,4563.303,7279,0,0,312,0,7591,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-034,RAG3-POS-035,True,True,True,True,True,4814.069,6691,0,0,306,0,6997,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-035,RAG3-POS-036,True,True,True,True,True,4387.295,6559,0,0,320,0,6879,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-036,RAG3-POS-037,True,True,True,True,True,3734.221,6213,0,0,320,0,6533,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-037,RAG3-POS-038,True,True,True,True,False,3593.884,4777,0,0,199,0,4976,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-038,RAG3-POS-040,True,False,True,True,False,6045.434,4849,0,0,254,0,5103,1,
gpt_5_mini,gpt-5-mini-2025-08-07,5,mini,E04V2-GEN-039,RAG3-POS-043,True,True,True,True,True,4640.958,5841,0,0,320,0,6161,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-001,RAG3-POS-001,True,True,True,True,True,6200.569,6342,0,0,319,0,6661,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-002,RAG3-POS-002,True,False,True,True,True,2819.132,6636,0,0,322,0,6958,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-003,RAG3-POS-003,True,True,True,True,True,2819.262,6637,0,0,319,0,6956,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-004,RAG3-POS-004,True,True,True,True,True,3997.66,6468,0,0,314,0,6782,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-005,RAG3-POS-005,True,True,True,True,True,2889.791,6209,0,0,306,0,6515,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-006,RAG3-POS-006,True,True,True,True,True,4358.839,6160,0,0,309,0,6469,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-007,RAG3-POS-007,True,True,True,True,True,9181.8,6618,0,0,258,0,6876,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-008,RAG3-POS-008,True,True,True,True,True,2643.299,7235,0,0,314,0,7549,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-009,RAG3-POS-010,True,True,True,True,True,19127.515,6241,0,0,322,0,6563,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-010,RAG3-POS-011,True,True,True,True,True,3243.312,6722,0,0,309,0,7031,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-011,RAG3-POS-012,True,True,True,True,True,3979.889,6826,0,0,309,0,7135,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-012,RAG3-POS-013,True,True,True,True,True,3641.924,6408,0,0,314,0,6722,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-013,RAG3-POS-014,True,True,True,True,True,3322.665,6904,0,0,320,0,7224,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-014,RAG3-POS-015,True,False,True,True,True,22055.143,6259,0,0,314,0,6573,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-015,RAG3-POS-016,True,True,True,True,True,3779.381,6944,0,0,314,0,7258,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-016,RAG3-POS-017,True,True,True,True,True,2953.066,6396,0,0,306,0,6702,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-017,RAG3-POS-018,True,True,True,True,True,3147.478,6910,0,0,321,0,7231,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-018,RAG3-POS-019,True,True,True,True,True,4727.467,6540,0,0,319,0,6859,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-019,RAG3-POS-020,True,False,True,True,True,3180.849,6636,0,0,322,0,6958,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-020,RAG3-POS-021,True,True,True,True,True,2941.938,6636,6528,0,319,0,6955,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-021,RAG3-POS-022,True,True,True,True,True,4337.995,7289,0,0,312,0,7601,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-022,RAG3-POS-023,True,True,True,True,True,6304.053,6419,0,0,306,0,6725,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-023,RAG3-POS-024,True,True,True,True,True,5128.578,6334,0,0,309,0,6643,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-024,RAG3-POS-025,True,True,True,True,True,5608.894,7016,0,0,273,0,7289,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-025,RAG3-POS-026,True,True,True,True,True,2959.199,7254,0,0,312,0,7566,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-026,RAG3-POS-027,True,True,True,True,True,3568.299,6478,0,0,306,0,6784,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-027,RAG3-POS-028,True,True,True,True,True,3272.43,6631,0,0,322,0,6953,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-028,RAG3-POS-029,True,True,True,True,True,3146.236,7067,0,0,307,0,7374,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-029,RAG3-POS-030,True,True,True,True,True,4897.989,7032,0,0,309,0,7341,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-030,RAG3-POS-031,True,False,True,True,True,5908.655,6501,0,0,307,0,6808,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-031,RAG3-POS-032,True,True,True,True,True,4243.31,7107,0,0,319,0,7426,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-032,RAG3-POS-033,True,False,True,True,True,3665.848,7363,1024,0,312,0,7675,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-033,RAG3-POS-034,True,True,True,True,True,3128.353,7279,4352,0,312,0,7591,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-034,RAG3-POS-035,True,True,True,True,True,2761.912,6691,0,0,306,0,6997,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-035,RAG3-POS-036,True,True,True,True,True,3809.585,6559,0,0,320,0,6879,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-036,RAG3-POS-037,True,True,True,True,True,4582.653,6213,0,0,320,0,6533,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-037,RAG3-POS-038,True,True,True,True,False,2793.493,4777,0,0,199,0,4976,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-038,RAG3-POS-040,True,True,True,True,True,2806.383,4849,0,0,307,0,5156,1,
gpt_5_full,gpt-5-2025-08-07,5,full,E04V2-GEN-039,RAG3-POS-043,True,True,True,True,True,3119.691,5841,0,0,320,0,6161,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-001,RAG3-POS-001,True,True,True,True,True,2418.679,6342,0,0,305,0,6647,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-002,RAG3-POS-002,True,True,True,True,True,2901.45,6636,0,0,305,0,6941,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-003,RAG3-POS-003,True,True,True,True,True,2569.353,6637,0,0,305,0,6942,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-004,RAG3-POS-004,True,True,True,True,True,2597.36,6468,0,0,300,0,6768,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-005,RAG3-POS-005,True,False,True,True,True,2449.967,6209,0,0,295,0,6504,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-006,RAG3-POS-006,True,True,True,True,True,2710.461,6160,0,0,295,0,6455,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-007,RAG3-POS-007,True,False,True,True,True,2382.115,6618,0,0,295,0,6913,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-008,RAG3-POS-008,True,True,True,True,True,2678.394,7235,0,0,300,0,7535,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-009,RAG3-POS-010,True,False,True,True,True,2203.872,6241,0,0,298,0,6539,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-010,RAG3-POS-011,True,False,True,True,True,2892.411,6722,0,0,325,0,7047,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-011,RAG3-POS-012,True,True,True,True,True,3544.071,6826,0,0,295,0,7121,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-012,RAG3-POS-013,True,False,True,True,True,2407.427,6408,0,0,295,0,6703,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-013,RAG3-POS-014,True,True,True,True,True,3452.272,6904,0,0,306,0,7210,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-014,RAG3-POS-015,True,False,True,True,True,2530.366,6259,0,0,300,0,6559,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-015,RAG3-POS-016,True,True,True,True,True,2348.323,6944,0,0,300,0,7244,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-016,RAG3-POS-017,True,False,True,True,False,3799.347,6396,0,0,294,0,6690,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-017,RAG3-POS-018,True,True,True,True,True,4434.679,6910,0,0,307,0,7217,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-018,RAG3-POS-019,True,True,True,True,True,2654.496,6540,0,0,305,0,6845,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-019,RAG3-POS-020,True,False,True,True,True,3156.907,6636,0,0,308,0,6944,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-020,RAG3-POS-021,True,True,True,True,True,3095.923,6636,5888,0,305,0,6941,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-021,RAG3-POS-022,True,True,True,True,True,2384.346,7289,0,0,298,0,7587,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-022,RAG3-POS-023,True,False,True,True,True,2873.195,6419,0,0,295,0,6714,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-023,RAG3-POS-024,True,True,True,True,True,3161.175,6334,0,0,295,0,6629,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-024,RAG3-POS-025,True,False,True,True,True,2528.438,7016,0,0,283,0,7299,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-025,RAG3-POS-026,True,True,True,True,True,2577.564,7254,0,0,298,0,7552,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-026,RAG3-POS-027,True,False,True,True,True,3482.053,6478,0,0,296,0,6774,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-027,RAG3-POS-028,True,False,True,True,True,2637.065,6631,0,0,305,0,6936,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-028,RAG3-POS-029,True,True,True,True,True,2771.473,7067,0,0,293,0,7360,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-029,RAG3-POS-030,True,False,True,True,True,2572.175,7032,0,0,296,0,7328,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-030,RAG3-POS-031,True,True,True,True,True,2254.937,6501,0,0,296,0,6797,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-031,RAG3-POS-032,True,False,True,True,True,3272.725,7107,0,0,295,0,7402,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-032,RAG3-POS-033,True,False,True,True,True,2551.713,7363,0,0,298,0,7661,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-033,RAG3-POS-034,True,True,True,True,True,2541.426,7279,0,0,298,0,7577,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-034,RAG3-POS-035,True,True,True,True,True,2722.846,6691,0,0,292,0,6983,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-035,RAG3-POS-036,True,False,True,True,True,2807.016,6559,0,0,305,0,6864,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-036,RAG3-POS-037,True,False,True,True,True,3584.101,6213,0,0,292,0,6505,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-037,RAG3-POS-038,True,True,True,True,False,1601.79,4777,0,0,185,0,4962,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-038,RAG3-POS-040,True,True,True,True,True,2513.074,4849,0,0,293,0,5142,1,
gpt_5_4_nano,gpt-5.4-nano-2026-03-17,5.4,nano,E04V2-GEN-039,RAG3-POS-043,True,False,True,True,True,2575.236,5841,0,0,293,0,6134,1,
gpt_5_4_mini,gpt-5.4-mini-2026-03-17,5.4,mini,E04V2-GEN-001,RAG3-POS-001,True,True,True,True,True,1923.595,6342,0,0,305,0,6647,1,
gpt_5_4_mini,gpt-5.4-mini-2026-03-17,5.4,mini,E04V2-GEN-002,RAG3-POS-002,True,False,True,True,True,4142.06,6636,0,0,308,0,6944,1,
gpt_5_4_mini,gpt-5.4-mini-2026-03-17,5.4,mini,E04V2-GEN-003,RAG3-POS-003,True,True,True,True,True,4945.935,6637,0,0,305,0,6942,1,
gpt_5_4_mini,gpt-5.4-mini-2026-03-17,5.4,mini,E04V2-GEN-004,RAG3-POS-004,True,True,True,True,True,2029.274,6468,0,0,300,0,6768,1,
gpt_5_4_mini,gpt-5.4-mini-2026-03-17,5.4,mini,E04V2-GEN-005,RAG3-POS-005,True,True,True,True,True,2298.141,6209,0,0,292,0,6501,1,
gpt_5_4_mini,gpt-5.4-mini-2026-03-17,5.4,mini,E04V2-GEN-006,RAG3-POS-006,True,True,True,True,True,2083.111,6160,0,0,295,0,6455,1,
gpt_5_4_mini,gpt-5.4-mini-2026-03-17,5.4,mini,E04V2-GEN-007,RAG3-POS-007,True,False,True,True,True,1978.651,6618,0,0,295,0,6913,1,
gpt_5_4_mini,gpt-5.4-mini-2026-03-17,5.4,mini,E04V2-GEN-008,RAG3-POS-008,True,True,True,True,True,3505.448,7235,0,0,300,0,7535,1,
gpt_5_4_mini,gpt-5.4-mini-2026-03-17,5.4,mini,E04V2-GEN-009,RAG3-POS-010,True,True,True,True,True,2232.995,6241,0,0,308,0,6549,1,
gpt_5_4_mini,gpt-5.4-mini-2026-03-17,5.4,mini,E04V2-GEN-010,RAG3-POS-011,True,True,True,True,True,2522.473,6722,0,0,295,0,7017,1,
gpt_5_4_mini,gpt-5.4-mini-2026-03-17,5.4,mini,E04V2-GEN-011,RAG3-POS-012,True,True,True,True,True,1856.098,6826,0,0,295,0,7121,1,
