variant,case_id,case_type,exact_sales_code,expected_no_evidence,gate_blocked,gate_execution_path,ranked_result_count,hit_at_1,hit_at_3,hit_at_5,recall_at_1,recall_at_3,recall_at_5,mrr_at_5,ndcg_at_5,first_relevant_rank,no_evidence_success,wrong_product_hit_count,forbidden_model_hit_count,invalid_role_hit_count,ranking_latency_ms,passed
section,RAG3-POS-041,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0358,True
section,RAG3-POS-042,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0347,True
section,RAG3-POS-043,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0391,True
section,RAG3-NEG-001,NEGATIVE,WPUJAC104DWH,True,True,POLICY_BLOCK_UNSUPPORTED_CAPABILITY,0,,,,,,,,,,True,0,0,0,0.0,True
section,RAG3-NEG-002,NEGATIVE,WPUIAC425SNW,True,False,PGVECTOR_QUERY,2,,,,,,,,,,False,0,2,0,0.0407,False
section,RAG3-NEG-003,NEGATIVE,WPUIAC606SNW,True,False,PGVECTOR_QUERY,2,,,,,,,,,,False,0,2,0,0.0518,False
section,RAG3-NEG-004,NEGATIVE,WPUJCC104D,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
section,RAG3-NEG-005,NEGATIVE,WPUIAC506SNW,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
section,RAG3-NEG-006,NEGATIVE,UNVERIFIED_FAQ,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
section,RAG3-NEG-007,NEGATIVE,WPUIAC999ZZZ,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
parent_child,RAG3-POS-001,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.073,True
parent_child,RAG3-POS-002,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0474,True
parent_child,RAG3-POS-003,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0449,True
parent_child,RAG3-POS-004,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0423,True
parent_child,RAG3-POS-005,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0437,True
parent_child,RAG3-POS-006,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.042,True
parent_child,RAG3-POS-007,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0411,True
parent_child,RAG3-POS-008,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0408,True
parent_child,RAG3-POS-009,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0446,True
parent_child,RAG3-POS-010,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0413,True
parent_child,RAG3-POS-011,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0415,True
parent_child,RAG3-POS-012,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0405,True
parent_child,RAG3-POS-013,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0406,True
parent_child,RAG3-POS-014,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0602,True
parent_child,RAG3-POS-015,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0426,True
parent_child,RAG3-POS-016,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0505,True
parent_child,RAG3-POS-017,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0426,True
parent_child,RAG3-POS-018,POSITIVE,WPUIAC425SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0426,True
parent_child,RAG3-POS-019,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0462,True
parent_child,RAG3-POS-020,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0627,True
parent_child,RAG3-POS-021,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0438,True
parent_child,RAG3-POS-022,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0411,True
parent_child,RAG3-POS-023,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0412,True
parent_child,RAG3-POS-024,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.045,True
parent_child,RAG3-POS-025,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0411,True
parent_child,RAG3-POS-026,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0428,True
parent_child,RAG3-POS-027,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0411,True
parent_child,RAG3-POS-028,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0429,True
parent_child,RAG3-POS-029,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.043,True
parent_child,RAG3-POS-030,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0412,True
parent_child,RAG3-POS-031,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0409,True
parent_child,RAG3-POS-032,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.0421,True
parent_child,RAG3-POS-033,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.333333,0.5,3,,0,0,0,0.0403,True
parent_child,RAG3-POS-034,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.041,True
parent_child,RAG3-POS-035,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0398,True
parent_child,RAG3-POS-036,POSITIVE,WPUIAC606SNW,False,False,PGVECTOR_QUERY,5,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.63093,2,,0,0,0,0.041,True
parent_child,RAG3-POS-037,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0498,True
parent_child,RAG3-POS-038,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.0419,True
parent_child,RAG3-POS-039,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0401,False
parent_child,RAG3-POS-040,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,0,0,0.046,True
parent_child,RAG3-POS-041,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0405,False
parent_child,RAG3-POS-042,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0401,False
parent_child,RAG3-POS-043,POSITIVE,WPUJAC104DWH,False,False,PGVECTOR_QUERY,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0425,False
parent_child,RAG3-NEG-001,NEGATIVE,WPUJAC104DWH,True,True,POLICY_BLOCK_UNSUPPORTED_CAPABILITY,0,,,,,,,,,,True,0,0,0,0.0,True
parent_child,RAG3-NEG-002,NEGATIVE,WPUIAC425SNW,True,False,PGVECTOR_QUERY,5,,,,,,,,,,False,0,5,0,0.0461,False
parent_child,RAG3-NEG-003,NEGATIVE,WPUIAC606SNW,True,False,PGVECTOR_QUERY,5,,,,,,,,,,False,0,5,0,0.0412,False
parent_child,RAG3-NEG-004,NEGATIVE,WPUJCC104D,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
parent_child,RAG3-NEG-005,NEGATIVE,WPUIAC506SNW,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
parent_child,RAG3-NEG-006,NEGATIVE,UNVERIFIED_FAQ,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
parent_child,RAG3-NEG-007,NEGATIVE,WPUIAC999ZZZ,True,True,POLICY_BLOCK_UNSUPPORTED_MODEL,0,,,,,,,,,,True,0,0,0,0.0,True
